cnpj,cnpj_basico,matriz_filial,nome_fantasia,razao_social,situacao_cadastral,situacao,data_situacao,data_inicio,ano_inicio,cnae_principal,cnae_descricao,cnae_secundaria,logradouro,numero,bairro,cep,municipio_codigo,municipio,uf,motivo_situacao,natureza_juridica,natureza_juridica_desc,capital_social,porte_codigo,porte,mei,optante_simples
01217837000150,01217837,Matriz,MERCEARIA MARANATA,SAMUEL M BRANDAO,02,Ativa,2026-08-01,1996-05-27,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","5611201,5611203,5620101,5620104,4713004,1411801,1413403,4729699,4784900",VALDOMIRO LOPES,2441,BAIRRO DA PAZ,69914460,0139,RIO BRANCO,AC,SEM MOTIVO,2135,Empresário (Individual),"0,00",05,Demais,Não MEI,Não
01217956000102,01217956,Matriz,LANCHONETE E CAFE PITANGUI,MILTON GERALDO DA SILVA & CIA LTDA,02,Ativa,2005-03-05,1996-05-23,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,AFONSO PENA,10,CENTRO,35660013,4941,PARA DE MINAS,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
01217997000107,01217997,Matriz,CHERRI,CLAUDIO TONIATTI MAIA,02,Ativa,2005-11-03,1996-05-24,1996,5611201,Restaurantes e similares,,ANTENOR BORGES,54,CANASVIEIRAS,88054010,8105,FLORIANOPOLIS,SC,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01218005000158,01218005,Matriz,BAR E LANCHONETE LAS VEGAS,SONIA REGINA XAVIER,02,Ativa,2005-11-03,1996-05-22,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GUILHERME DE P XAVIER,1189,CENTRO,87303070,7483,CAMPO MOURAO,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01218282000160,01218282,Matriz,,01.218.282 ANGELINA CORDEIRO DA SILVA,02,Ativa,2005-11-03,1996-05-27,1996,5611201,Restaurantes e similares,"5611204,5611203",VICTOR FERREIRA DO AMARAL,2862,TARUMA,82810350,7535,CURITIBA,PR,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
01218567000100,01218567,Matriz,GALETO ALVORADA,C.F. VIDALETTI & CIA. LTDA,02,Ativa,2004-08-28,1996-05-20,1996,5611201,Restaurantes e similares,5611203,BOLIVIA,231,SAO JOSE,92420170,8589,CANOAS,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"15000,00",01,Microempresa,Não MEI,Sim
01218921000198,01218921,Matriz,RESTAURANTE DO MINEIRO - SERRAS DO VALE,RESTAURANTE DO MINEIRO - SERRAS DO VALE LTDA,02,Ativa,2005-11-03,1996-05-22,1996,5611201,Restaurantes e similares,"4712100,4723700,5611203",SANTOS DUMMONT,371,CASA BRANCA,09015330,7057,SANTO ANDRE,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
01218956000127,01218956,Matriz,MERCEARIA MONTE CASTELO,MHK MERCANTIL LTDA,02,Ativa,2005-11-03,1996-05-22,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,GUARARAPES,756,MONTE CASTELO,12215250,7099,SAO JOSE DOS CAMPOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"3000,00",01,Microempresa,Não MEI,Sim
01219373000110,01219373,Matriz,BIER FLAWER,BIER FLAWER COMERCIO EVENTOS E SERVICOS LTDA,02,Ativa,2023-09-25,1996-05-20,1996,5611205,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",9003500,SAO LAZARO,31,JARDIM IGUACU,26282350,5869,NOVA IGUACU,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"300000,00",03,Empresa de pequeno porte,Não MEI,Não
01219491000390,01219491,Filial,,KI PRECO COMERCIAL DE GENEROS ALIMENTICIOS LTDA,02,Ativa,2016-08-22,2016-08-22,2016,5611203,"Lanchonetes, casas de chá, de sucos e similares","8230001,8230002,9311500",VINTE,1332,IPIRANGA,97507422,8951,URUGUAIANA,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"150000,00",05,Demais,Não MEI,Não
01219633000158,01219633,Matriz,FORNINHO MINEIRO,FORNINHO MINEIRO CONFEITARIA LTDA,02,Ativa,2003-10-31,1985-04-24,1985,4721102,Padaria e confeitaria com predominância de revenda,"5611201,5611203",CLN 402,SN,ASA NORTE,70834500,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",03,Empresa de pequeno porte,Não MEI,Sim
01219705000167,01219705,Matriz,,M DAS DORES DE SOUZA CHURRASCARIA,02,Ativa,2005-11-03,1996-05-28,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,EUDES T CARVALHO,101,CENTRO,55690000,2325,BARRA DE GUABIRABA,PE,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01219882000143,01219882,Matriz,BAICA REFEICOES,RAIMUNDO ALVES MIGUEL,02,Ativa,2005-11-03,1996-05-28,1996,5611201,Restaurantes e similares,,WENCESLAU BRAZ,1922,LOURIVAL PARENTE,64022300,1219,TERESINA,PI,SEM MOTIVO,2135,Empresário (Individual),"38000,00",01,Microempresa,Não MEI,Não
01219975000178,01219975,Matriz,,CHURRASCARIA E LANCHONETE BL LTDA,02,Ativa,2005-11-03,1996-05-24,1996,5611201,Restaurantes e similares,5611203,WASHINGTON LUIZ,S/N,BOA VISTA,15993500,6687,MATAO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",03,Empresa de pequeno porte,Não MEI,Sim
01220017000117,01220017,Matriz,,ABADIA ANTONIA DE MORAES,02,Ativa,2000-12-23,1996-05-24,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",,PERO NETO,1341,CENTRO,14900000,6555,ITAPOLIS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01220026000108,01220026,Matriz,CEZAR BURGER,LEMOS COMERCIO DE ALIMENTOS LTDA,02,Ativa,2005-06-24,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5620101,DOUTOR JOAO DE AZEVEDO,657,CENTRO,37500020,4647,ITAJUBA,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"50000,00",01,Microempresa,Não MEI,Sim
01220106000163,01220106,Matriz,,MARCIO DOS SANTOS BELIZARIO,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,04,496,JARDIM BAO VISTA,14620000,6787,ORLANDIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01220106000244,01220106,Filial,,MARCIO DOS SANTOS BELIZARIO,02,Ativa,2020-10-02,2020-10-02,2020,5611203,"Lanchonetes, casas de chá, de sucos e similares",,J,913,JARDIM BOA VISTA,14620000,6787,ORLANDIA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01220193000159,01220193,Matriz,,MARIA LUCILIA DA SILVA,02,Ativa,2005-11-03,1985-04-16,1985,5611203,"Lanchonetes, casas de chá, de sucos e similares",,LOC  LOTEAMENTO ITAMARACA LT,40,GAMA,72491010,9701,BRASILIA,DF,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01220270000170,01220270,Matriz,BAR E LANCHONETE ANCORADOURO,TIMAO BAR E LANCHONETE LTDA,02,Ativa,2005-11-03,1996-03-21,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,VER MANOEL J DOS SANTOS,864 A,CENTRO,88215000,5537,BOMBINHAS,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"3000,00",03,Empresa de pequeno porte,Não MEI,Sim
01220438000148,01220438,Matriz,,HELIO SAOKITI ASATO PEIXES,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DA PROMISSAO,439,JD CAROLINA,08588310,6563,ITAQUAQUECETUBA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01221024000133,01221024,Matriz,PILAO DE PEDRA GOURMET,RESTAURANTE SALTA IN BOCCA LTDA,02,Ativa,2004-10-09,1996-05-27,1996,5611201,Restaurantes e similares,,BENEDITINOS,00020,CENTRO,20081050,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"32000,00",01,Microempresa,Não MEI,Não
01221221000152,01221221,Matriz,LJ - LANCHONETE E SORVETES,LETICIA MACHADO DE CAMARGO LTDA,02,Ativa,2000-12-23,1996-05-07,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","4723700,4721104",TELEMACO CARNEIRO,1193,CENTRO,84990000,7429,ARAPOTI,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"7000,00",01,Microempresa,Não MEI,Sim
01221612000177,01221612,Matriz,RESTAURANTE E LANCHONETE SHANGRI-LA,JOAO AFONSO DE OLIVEIRA,02,Ativa,2025-01-05,1996-05-28,1996,5611201,Restaurantes e similares,,DR ULTIMO DE CARVALHO,44,SAO MATEUS,37235000,4373,COQUEIRAL,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01222126000173,01222126,Matriz,,NELSON AZEVEDO SILVA,02,Ativa,2003-10-18,1996-05-29,1996,5611201,Restaurantes e similares,,CATOLE NOVO,2913,CENTRO,53401970,2513,PAULISTA,PE,SEM MOTIVO,2135,Empresário (Individual),"3000,00",01,Microempresa,Não MEI,Não
01222256000106,01222256,Matriz,RESTAURANTE ROMA,RESTAURANTE ROMA LTDA,02,Ativa,2005-11-03,1964-07-15,1964,5611201,Restaurantes e similares,,LOC  CRS 511 BLOCO B,S/N,ASA SUL,70361520,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Não
01222354000143,01222354,Matriz,,DAMARI RESTAURANTE E PIZZARIA LTDA,02,Ativa,2005-11-03,1996-05-23,1996,5611201,Restaurantes e similares,,PARADA PINTO,495,V N CACHOERINHA,02611000,7107,SAO PAULO,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"8000,00",05,Demais,Não MEI,Sim
01222404000192,01222404,Matriz,,AREA DE LAZER MARAVILHA LTDA,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","9003500,8230001",BENEDITO ISAAC PIRES,01,BAIRRO MARANHAO,06716300,6361,COTIA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01222524000190,01222524,Matriz,MORADA DO PAO,GASPARINI & PASCON LTDA,02,Ativa,2003-08-16,1996-05-24,1996,4721102,Padaria e confeitaria com predominância de revenda,,06,311,CENTRO,13510000,7035,SANTA GERTRUDES,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",01,Microempresa,Não MEI,Sim
01222546000150,01222546,Matriz,,CHURRASCARIA FLORESTA LTDA,02,Ativa,2022-12-09,1985-04-02,1985,5611201,Restaurantes e similares,"4712100,4721102",GAL DOS ESTADOS ISOLADA,SN,ASA SUL,70310500,9701,BRASILIA,DF,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
01222905000179,01222905,Matriz,RESTAURANTE SHALON,PAULO CESAR PEREIRA DE JESUS,02,Ativa,2005-11-03,1996-05-24,1996,5611201,Restaurantes e similares,,MAGDA,305,PARQUE RECANTO MONICA,08592050,6563,ITAQUAQUECETUBA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01222970000102,01222970,Matriz,,01.222.970 RENATO DORIVAL MENDES DE SOUZA,02,Ativa,2000-12-23,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO LEMOS,20,CENTRO,17250000,6203,BARIRI,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,MEI,Sim
01223399000132,01223399,Matriz,,UNIFRANQUIA LTDA,02,Ativa,2005-11-03,1996-05-30,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,PADRE CARAPUCEIRO,590,BOA VIAGEM,51020280,2531,RECIFE,PE,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01223542000196,01223542,Matriz,,LUGUIMAR COMESTIVEIS LTDA,02,Ativa,2004-08-28,1996-05-22,1996,5611201,Restaurantes e similares,,BARAO DA TORRE,171,IPANEMA,22411001,6001,RIO DE JANEIRO,RJ,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",03,Empresa de pequeno porte,Não MEI,Sim
01224324000176,01224324,Matriz,,PRIMAVERA LANCHES LTDA,02,Ativa,2005-08-27,1996-05-29,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5620102",BR 381,265,RECREIO,35935000,5237,SAO GONCALO DO RIO ABAIXO,MG,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",03,Empresa de pequeno porte,Não MEI,Sim
01224755000132,01224755,Matriz,PETISCO,MARIA DILAMAR SANCHES QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5612100",PRESIDENTE WILSON,SN,GONZAGA,11065200,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01224758000176,01224758,Matriz,OASIS C2,EDIRANILDES SOUZA CARNEIRO QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5612100",PRESIDENTE WILSON,SN,GONZAGA,11065200,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01224801000101,01224801,Matriz,,DENOFFRE E TEODORO LANCHONETE,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,ROMILDA VICTORELLI,1865,JARDIM DOS IPES,13630970,6887,PIRASSUNUNGA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
01225019000107,01225019,Matriz,BICA D'AGUA E LANCHONETE MISSIONEIRA,VALTER RICARDO DA MOTA,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,LOC  BAIRRO PEDRINHAS,372,PEDRINHAS,18425000,3063,TAQUARIVAI,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01225035000191,01225035,Matriz,,EUNICE RUFINO CAMOLEZ,02,Ativa,2025-02-24,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,DO ALUMINIO/ESQ RUA DO IRIDIO,737,VILA MOLLON,13456425,7017,SANTA BARBARA D'OESTE,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01225068000131,01225068,Matriz,JAPAN LANCHES,MAURO NAKAU MIYAZAKI,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611204,5611201",DA SAUDADE,1443,CONJUNTO IPE,17800000,6101,ADAMANTINA,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01225177000159,01225177,Matriz,,PALADAR TATUI RESTAURANTE LTDA,02,Ativa,2001-03-31,1996-05-24,1996,5611201,Restaurantes e similares,4712100,SAO BENTO,746,CENTRO,18270820,7181,TATUI,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",01,Microempresa,Não MEI,Sim
01225372000189,01225372,Matriz,,PIKA BAR E RESTAURANTE LTDA,02,Ativa,2004-09-11,1996-05-30,1996,5611201,Restaurantes e similares,,VALDOMIRO BOCCHESE,340,CENTRO,95250000,8515,ANTONIO PRADO,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
01225439000185,01225439,Matriz,,EDMILSON ALVES S J DO RIO PRETO,02,Ativa,2005-11-03,1996-05-24,1996,5611201,Restaurantes e similares,5611203,TIRADENTES,3093,CENTRO,15010030,7097,SAO JOSE DO RIO PRETO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01225446000187,01225446,Matriz,PAULLU S LANCHES,PAULO ROBERTO ALMEIDA DE SA QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,BARTOLOMEU DE GUSMAO,SN,BOQUEIRAO,11045400,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Sim
01225449000110,01225449,Matriz,IRLEI,IRLEI MARTINS DE SA,02,Ativa,2024-06-06,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BARTHOLOMEU DE GUSMAO,S/N,BOQUEIRAO,11045400,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01225451000190,01225451,Matriz,WILMAR LANCHES,JOSE VILMAR FERNANDES DA SILVA QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,BARTOLOMEU DE GUSMAO,SN,BOQUEIRAO,11045400,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Sim
01225467000100,01225467,Matriz,SENSECAO,ADMA RIBEIRO VALDEGER QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5612100",BARTOLOMEU DE GUSMAO,SN,PONTA DA PRAIA,11030500,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Sim
01225469000191,01225469,Matriz,IARA,IARA BORBA PINTO,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BARTOLOMEU DE GUSMAO,S/N,APARECIDA,11030600,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01225491000131,01225491,Matriz,MARMITARIA TAVARES,COMERCIAL TAVARES DE ITAPIRA LTDA,02,Ativa,2005-11-03,1996-05-27,1996,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,5611201,JACAREI,126,NOVA ITAPIRA,13974170,6553,ITAPIRA,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Sim
01225502000183,01225502,Matriz,ALICE'S BAR,ALICE MENDES CARDOSO,02,Ativa,2005-11-03,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",4712100,PARANA,3825,CAJURU DO SUL,18105001,7145,SOROCABA,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01225559000182,01225559,Matriz,,MARIA SANDREANE DA COSTA GOMES CLEMENTE,02,Ativa,2024-09-13,1996-05-24,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,MELCHIOR GIOLA,325,PARAISOPOLIS,05664000,7107,SAO PAULO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Não
01225947000163,01225947,Matriz,,MIROANE DOCERIA LTDA,02,Ativa,2005-10-07,1996-05-27,1996,4721102,Padaria e confeitaria com predominância de revenda,"5611203,1091102",ALVARO ALVIM,230,EMBARE,11040130,7071,SANTOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Sim
01226131000154,01226131,Matriz,,RESTAURANTE E LANCHONETE KEMCZINSKI LTDA,02,Ativa,2000-12-23,1996-05-30,1996,5611201,Restaurantes e similares,"4723700,5611203",RODOVIA SC 108 EMILIO MANKE JUNIOR,10802,BARRO BRANCO,89270000,8127,GUARAMIRIM,SC,SEM MOTIVO,2062,Sociedade Empresária Limitada,"10000,00",03,Empresa de pequeno porte,Não MEI,Sim
01226148000101,01226148,Matriz,,01.226.148 VILSON RODRIGUES DE PAULA,02,Ativa,2000-12-23,1996-05-20,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,BEM-TE-VI,2494,CJ.NEY BRAGA,87070520,7691,MARINGA,PR,SEM MOTIVO,2135,Empresário (Individual),"30000,00",01,Microempresa,MEI,Sim
01226618000137,01226618,Matriz,KADU SERVICO DE ALIMENTACAO,KADU SERVICOS DE ALIMENTACAO LTDA,02,Ativa,2005-11-03,1996-05-31,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5620103,5620104,5620101,4781400,1412601",CESAR CARELLI,90,PIONEIROS,83833054,9983,FAZENDA RIO GRANDE,PR,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Não
01226955000124,01226955,Matriz,LEVI,LEVI RIBEIRO LESSA QUIOSQUE,02,Ativa,2018-10-25,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares","5611201,5612100",BARTHOLOMEU DE GUSMAO,SN,PONTA DA PRAIA,11030500,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"10000,00",01,Microempresa,Não MEI,Sim
01226958000168,01226958,Matriz,SORRISO,NELCI TEREZINHA DE JESUS QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,BARTOLOMEU DE GUSMAO,SN,APARECIDA,11045401,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01226973000106,01226973,Matriz,PONT III LANCHES,ANAIDE FERREIRA DE SOUZA QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,VICENTE DE CARVALHO,SN,BOQUEIRAO,11045500,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"50000,00",01,Microempresa,Não MEI,Sim
01227177000198,01227177,Matriz,BETH LANCHES CPE,ELIZABETH DE SA DOMINGOS QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,BARTOLOMEU DE GUSMAO,SN,BOQUEIRAO,11045400,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"30000,00",01,Microempresa,Não MEI,Sim
01227182000109,01227182,Matriz,TROPECO,JOSE LIANDRO CARDOSO DOS SANTOS QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5612100,BARTOLOMEU DE GUSMAO,SN,BOQUEIRAO,11045400,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"70000,00",01,Microempresa,Não MEI,Sim
01227184000190,01227184,Matriz,PINGUIM,LACI ERCIDES SIMAO QUIOSQUE,02,Ativa,2005-11-03,1996-05-27,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",5611201,PRESIDENTE WILSON,SN,JOSE MENINO,11065201,7071,SANTOS,SP,SEM MOTIVO,2135,Empresário (Individual),"20000,00",01,Microempresa,Não MEI,Sim
01227244000174,01227244,Matriz,RESTAURANTE ORIENTE,RESTAURANTE ORIENTE DE JARU LTDA,02,Ativa,2005-11-03,1996-05-31,1996,5611201,Restaurantes e similares,"4712100,5611203,5620102",RIO BRANCO,2778,SETOR 05,76890000,0015,JARU,RO,SEM MOTIVO,2062,Sociedade Empresária Limitada,"100000,00",03,Empresa de pequeno porte,Não MEI,Sim
01227551000155,01227551,Matriz,,01.227.551 REGINA DE SOUZA CASTRO COELHO DE OLIVEIRA,02,Ativa,2005-11-03,1996-05-30,1996,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,,MINISTRO OROZIMBO NONATO,880,DONA CLARA,31260230,4123,BELO HORIZONTE,MG,SEM MOTIVO,2135,Empresário (Individual),"25000,00",01,Microempresa,MEI,Sim
01227664000150,01227664,Matriz,BAR E PASTELARIA WENLAMIG,JIANG JIAN WEN,02,Ativa,2026-05-28,1996-05-10,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JOAO BATISTA,278,CENTRO,06097090,6789,OSASCO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01227687000165,01227687,Matriz,,IDEAL REFEICOES SJCAMPOS LTDA,02,Ativa,2001-04-20,1995-08-29,1995,5611201,Restaurantes e similares,"5620101,5620102,5620104",ABAETE,180,JD ISMENIA,12220680,7099,SAO JOSE DOS CAMPOS,SP,SEM MOTIVO,2062,Sociedade Empresária Limitada,"320100,00",03,Empresa de pequeno porte,Não MEI,Não
01227696000156,01227696,Matriz,,JORGE GILSON MOTTA,02,Ativa,2005-11-03,1996-05-27,1996,5611201,Restaurantes e similares,"4723700,5620104",JURUPARI,867,JARDIM ORIENTAL,04348070,7107,SAO PAULO,SP,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01228191000106,01228191,Matriz,BAR E RESTAURANTE DO LUCIANO,LUCIANO DE ARAUJO,02,Ativa,2004-05-08,1996-05-30,1996,5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento","4723700,4729601,5611201",CEL IGOMER DE BARROS,720,DA PRAIA,35530000,4331,CLAUDIO,MG,SEM MOTIVO,2135,Empresário (Individual),"0,00",01,Microempresa,Não MEI,Sim
01228608000130,01228608,Matriz,,BAR E LANCHERIA DO GILSON LTDA,02,Ativa,2005-11-03,1996-06-03,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,JUSCELINO KUBISTCHEK,1191,JD LEOPOLDINA,91240090,8801,PORTO ALEGRE,RS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"5000,00",01,Microempresa,Não MEI,Sim
01228805000150,01228805,Matriz,PRAIEIRO PASTEL,PRAIEIRO PASTELARIA LTDA,02,Ativa,2026-06-10,1996-05-02,1996,5611203,"Lanchonetes, casas de chá, de sucos e similares",,REPUBLICA DO LIBANO,1080,MEIRELES,60160140,1389,FORTALEZA,CE,SEM MOTIVO,2062,Sociedade Empresária Limitada,"20000,00",01,Microempresa,Não MEI,Não
01229091000102,01229091,Matriz,PADARIA E CONVENIENCIA LINDIANARA,MACEDO & MELO LTDA,02,Ativa,2002-12-14,1996-06-04,1996,4721102,Padaria e confeitaria com predominância de revenda,4729699,BRASIL,1535,VILA SAO FRANCISCO,79833230,9073,DOURADOS,MS,SEM MOTIVO,2062,Sociedade Empresária Limitada,"0,00",01,Microempresa,Não MEI,Sim
